_id,spending_behavior,processing_timestamp,applicant_info.gender,applicant_info.zip_code,financials.annual_income,financials.credit_history_months,financials.debt_to_income,financials.savings_balance,decision.loan_approved,decision.rejection_reason,loan_purpose,decision.interest_rate,decision.approved_amount,financials.annual_salary,notes,applicant_info.email_hash,applicant_info.ssn_hash,applicant_info.ip_masked,applicant_info.age_band
app_078,"[{'category': 'Transportation', 'amount': 294}]",,Female,90299,47000,19,0.26,14054,False,insufficient_credit_history,,,,,,f4ff8ffdec76f7aad6eb6189301fcaee24a7993080dd66340802b3277b8ad37e,76ff2cf9a17835965db67d641a6f66be08ec22b6e2a99b3d300699c65276f4ca,172.30.31.0,26-35
app_317,"[{'category': 'Shopping', 'amount': 771}]",,Male,10057,45000,105,0.22,19039,True,,,4.9,80000.0,,,9aad5cbc467133ff7376d6d750cdfaebbc9f33fab720a46e5ad49b2706cd28e9,acbd08538fe854b8ebeaed786c9c5b698c1ad1699d1aa6c538ffbc4545239a08,172.16.60.0,36-45
app_173,"[{'category': 'Utilities', 'amount': 803}, {'category': 'Education', 'amount': 734}]",2024-01-15T00:00:00Z,Female,90277,115000,60,0.05,62581,False,algorithm_risk_score,,,,,,074fe135a8d8f3c47eb81161904c6a533f8a95bbc8c4ab5b8434f8e464908bb6,94f89065e36e163a9febf7bfad906289192dabfc1d36e2a4cda3146b6e2e0641,10.168.245.0,46-60
app_352,"[{'category': 'Transportation', 'amount': 227}, {'category': 'Healthcare', 'amount': 514}]",,F,90209,104000,110,0.32,25826,True,,,4.4,58000.0,,,bb6a98b0339e8354017faf336756929eb270df4da04e092130cbd9983b4db8ce,daa2bb1d841997bd8de2d61a3c6bea081a3ee97c5e08ff91e85781264e40c953,10.149.249.0,60+
app_289,"[{'category': 'Shopping', 'amount': 361}]",,M,10080,77000,93,0.42,33650,True,,,4.1,29000.0,,,2941101e8ebe36f4e4e997593df347b5cc7eb21bb1053be0658188c0456b44bb,e78e4182d09fa1b358cb36111813c62c411d124cf37beb5a33ce97cbf08b1d9c,10.115.225.0,46-60
app_458,"[{'category': 'Groceries', 'amount': 424}, {'category': 'Alcohol', 'amount': 247}]",,Male,10006,90000,45,0.37,28672,True,,,4.3,45000.0,,,dc2cc451ffe908fabd7fa476de92019fbf0d15950d421b3b003b03b51956bc4c,1e1f2068ff78a2c40c13594e1e4ebea791080a50cd7d53b021edf1a5639e1637,192.168.143.0,46-60
app_080,"[{'category': 'Utilities', 'amount': 821}, {'category': 'Dining', 'amount': 314}]",,M,10075,111000,58,0.39,18138,True,,,3.1,37000.0,,,8e37701147ecdd4cae7ba879245417f27429655aca032524ed126753a90dc2d0,7f6e7ad61f2dfff6a4fe01ddaa4270e217b7f97ff5aa45b6cd1bba238b149650,10.222.104.0,36-45
app_075,"[{'category': 'Shopping', 'amount': 121}, {'category': 'Transportation', 'amount': 59}, {'category': 'Entertainment', 'amount': 882}]",,,,61000,29,0.15,25894,True,,,5.1,22000.0,,,,,,
app_212,"[{'category': 'Rent', 'amount': 81}]",,Female,90231,50000,25,0.2,20787,False,algorithm_risk_score,personal,,,,,d479d69ed1abd509c56bf1bfe84ba83eaf3b4fdb75d27d70b5267aa598bda6a5,61287038f46ce7c8684b0ca11023ffd11ce0367d938a4bb4c8b68001f43c4036,172.17.7.0,26-35
app_369,"[{'category': 'Dining', 'amount': 233}, {'category': 'Education', 'amount': 700}]",,Female,90259,102000,35,0.17,33980,False,algorithm_risk_score,,,,,,b7d3e2b17eac664aa068cc2486a3265180337a64118764392797201fb64c5366,b74cc8a33fe5b29f74e63f815b7bb7809895c58edbf31e26b6fbbdbf69f594eb,172.24.111.0,36-45
app_452,"[{'category': 'Groceries', 'amount': 626}, {'category': 'Rent', 'amount': 377}, {'category': 'Utilities', 'amount': 105}]",,F,90221,66000,67,0.07,24654,False,algorithm_risk_score,,,,,,738a2aee806372cc0796fa6a5559ef22faa19c0d1cc1bdd8c05c07bfc7a381fc,9bfcadadb26c1c0ea3095729876bc5709aba74e1a1109f6fbb4e70f9d4be6a7a,192.168.219.0,26-35
app_127,"[{'category': 'Entertainment', 'amount': 581}, {'category': 'Dining', 'amount': 739}, {'category': 'Utilities', 'amount': 379}]",,Male,90261,73000,78,0.15,28164,True,,,5.9,53000.0,,,e0c153f0aa52120cc07872eb201d575063acdef33e1e0a5c5e31870371b1f8f9,d683b1ad066e613435fb4eb57ef021aebe1014264f67d84ea1c375e57999c282,172.22.250.0,46-60
app_167,"[{'category': 'Rent', 'amount': 465}, {'category': 'Utilities', 'amount': 641}]",2024-01-15T00:00:00Z,F,90214,105000,32,0.17,55374,False,algorithm_risk_score,,,,,,7956812b5c8e9974c42217a7e68ad858e3f0816e6e794c58925488933e5fefd3,0c34a8297fa0c7aecbaac147eba05e25e7dfe3545ea72fbbaef047a0dbca794a,172.31.200.0,36-45
app_274,"[{'category': 'Utilities', 'amount': 452}, {'category': 'Insurance', 'amount': 277}]",,Female,90235,89000,51,0.39,27953,True,,,5.6,65000.0,,,648364c63da900c8ff04537a0761ca1509b5e322312ea710da9ed427c5276bed,ad09012bc5d9f276ef746e7481b73dc7b18f0570c7662e7a5137243e867c8a23,10.182.73.0,36-45
app_422,"[{'category': 'Rent', 'amount': 322}]",,Female,90284,108000,80,0.37,30248,False,algorithm_risk_score,,,,,,7eec2ab4b9ee39b849dbca2b3662894058e627b4d50b8760529f3dc19f242a39,92d3df00ce2bcf511a7174c9d0136b37ae5c2122c0a239b8a7f19513556c418c,192.168.210.0,36-45
app_280,"[{'category': 'Utilities', 'amount': 275}]",,Male,10046,57000,13,0.24,14728,False,insufficient_credit_history,,,,,,f469845c262d7c9e745852f8f5e8f9bdce7184e68cfae247190cb3cc424cdd53,df89ece92ad015ea32ac11d599993b3f5ca1362ecec47f6954dbef50da2a503a,172.17.156.0,36-45
app_276,"[{'category': 'Groceries', 'amount': 248}, {'category': 'Healthcare', 'amount': 592}]",,F,90260,30000,0,0.13,3388,False,algorithm_risk_score,,,,,,7270478e1e6f8e5e0127038d55c2b6495e44de369dacc263e4a603a84f572a04,594d670d3b45816fa96a408eed50a39b79ba8103061cb389c7aad108d3314307,192.168.198.0,26-35
app_386,"[{'category': 'Rent', 'amount': 350}]",,F,90283,84000,96,0.35,41312,True,,,4.7,66000.0,,,c93742b0bb3b5e2fc69aa1a11f4f685a8959d09d19e2e6fa71b44717225b4ac9,f1213a81f62c0bfb419021b7effb7cae8901898d53d73234ae1fea5280d49312,172.21.133.0,46-60
app_178,"[{'category': 'Rent', 'amount': 189}, {'category': 'Fitness', 'amount': 570}]",2024-01-15T00:00:00Z,Male,10027,52000,44,0.13,20921,True,,,3.8,44000.0,,,61021028cb4d85999593ca70f16f5afba93a36e96516478f1fb0d7a21d7a616c,8ce4e50e68b0f191adb4504b137bb312c7c20a340db45b94a15b989f9fd3003d,192.168.200.0,26-35
app_441,"[{'category': 'Fitness', 'amount': 894}]",,Female,90268,110000,20,0.12,23593,True,,,2.6,74000.0,,,5e79540de6a4ffa77da0332b102dbf74757614a86d53788f0a497883d7c43c08,b05718e20e18060b317aaf2364d4d97506e138a608fcfbf86367e31cbe1f8941,192.168.25.0,36-45
app_285,"[{'category': 'Healthcare', 'amount': 128}, {'category': 'Fitness', 'amount': 741}]",,Female,90226,75000,16,0.17,13622,True,,,2.5,48000.0,,,498554976900e6e348719be5c636c83819b769322256d9783b1ce2dab743ff76,88812dc31f262abae1e8fbf4b1e58d06adb1e84ed5443674828e5cb9ff848d87,192.168.188.0,36-45
app_232,"[{'category': 'Transportation', 'amount': 53}, {'category': 'Entertainment', 'amount': 185}, {'category': 'Travel', 'amount': 588}]",,Female,90218,129000,60,0.1,31187,True,,personal,2.8,48000.0,,,e485d8332ebbfddce8be70cd252b683a9a55fb4d1734ba7f0a07c900889af5c7,f074a11a842b8d2944808c231f8df0481fc9fa9c2fac5ae483b102be3634b41a,192.168.82.0,36-45
app_420,"[{'category': 'Utilities', 'amount': 65}]",,Female,10087,81000,23,0.14,19007,True,,,3.4,66000.0,,,a9c262860f2313d69c89fba511b085e14487bb7de9d8c77246cc9a4903765f99,36326b3d09d5945663589961b9119c3de5fa25da61cc9767b0d16ace03ecc750,172.24.54.0,36-45
app_130,"[{'category': 'Healthcare', 'amount': 804}, {'category': 'Fitness', 'amount': 671}, {'category': 'Rent', 'amount': 598}]",,Female,90252,135000,62,0.09,30902,False,algorithm_risk_score,,,,,,d67b96cd8d564d8e6b8495e281caad54509c163482d067319ed2f449b837f02b,2287417cb87f4e1a3a83118f9304f13249739aedf3559927b4789584e2e67e5d,172.27.3.0,36-45
app_169,"[{'category': 'Insurance', 'amount': 623}]",2024-01-15T00:00:00Z,Male,10014,85000,45,0.11,61833,True,,,4.4,28000.0,,,bd60206a0dc3a0c072a4098ca8d04816f7d212a72c10dcb647eab3c4c5d353d4,da70df0e4c8f22853aec3437fa082d1876808d5804623bd3d22627972c7e5c5f,10.10.233.0,36-45
app_108,"[{'category': 'Transportation', 'amount': 383}]",,Male,10057,93000,62,0.42,29257,True,,,4.2,44000.0,,,89bc51749590cca60aa4e0a9cf07f50a81ea1760cd3d24bfc90677f8e3e23711,ccb1009a81cc40bf5742c8368949f7b9139ca49f060b0b5854ed47de7617d782,10.226.135.0,46-60
app_497,"[{'category': 'Groceries', 'amount': 423}]",,Male,90233,48000,4,0.1,21540,False,algorithm_risk_score,,,,,,9d0cf8ee70e2454c0f5fa7a2d4ae9dc912975be68f0688f928f772751a70c12d,171f2847dcbc8d2a9b1772464f74768b036a557d211d25f8e3477196ddcc0a9a,10.131.43.0,26-35
app_174,"[{'category': 'Fitness', 'amount': 98}]",2024-01-15T00:00:00Z,Female,90237,98000,31,0.34,34731,True,,,2.7,33000.0,,,1942a132aa49037867e8b0add493045a263e6b211d2eb9f46cbb26a3251c16d1,a1666424fa8d83831f626e11b67f9c3ddcb57e7aa8f96eb6c2e40168a31223f8,192.168.75.0,36-45
app_010,"[{'category': 'Utilities', 'amount': 866}]",,Female,90250,44000,62,0.25,6824,False,algorithm_risk_score,,,,,,39bfcfa92a30fd49afb57b617ae9d28d9b6ce34dcdf6d9a1ff2204e15fa2e958,b5dee95646e031f63c2e9ab6db146252744c2251687fe89eacbf00936d1048c0,10.100.68.0,26-35
app_486,"[{'category': 'Transportation', 'amount': 777}]",,Male,10040,79000,95,0.09,35264,True,,,2.9,64000.0,,,5a272fccc01dcd9f2fc4efd3a99bf6527b76c98e9d2854a8556921f08e2e698f,d111f5b868d3c2ea0c8428d8c45b7044f20e629600dee3c85724c5d8c5575d6c,192.168.244.0,60+
app_367,"[{'category': 'Shopping', 'amount': 558}, {'category': 'Insurance', 'amount': 359}]",,Female,90212,97000,64,0.33,36196,True,,,2.7,76000.0,,,0598c1cb423462b56e4f431fce44f301ff98db2c4c7741108fd2c72113cb8c5b,670ddda019e7927bd655435e78014be12811767ff3b1b5f9829183e405c93375,192.168.21.0,46-60
app_360,"[{'category': 'Utilities', 'amount': 167}, {'category': 'Transportation', 'amount': 52}, {'category': 'Entertainment', 'amount': 363}]",,Male,30007,107000,104,0.13,31281,True,,,2.8,53000.0,,,85e709a769640f7b0f3af53e94f7d5fa5cb279b43a20092a2acd69c6188e1dae,00a0bc53b16c9111f5f3d1d34f8e799fabe2e5676d9b833df168fc22062d1ce8,172.24.47.0,46-60
app_115,"[{'category': 'Transportation', 'amount': 239}]",,Female,90294,123000,52,0.07,82257,True,,,3.6,23000.0,,,4da6eecee0a2e551aa2ae0704245334d278320ada405fc76f1a08defca26bda4,e9e087cc9cd1ed1d2e61bb073bc7e6ba02e7a4907e45bf034d4357fd08c4b900,10.101.190.0,46-60
app_084,"[{'category': 'Shopping', 'amount': 217}]",,Female,90279,160000,54,0.4,78286,True,,,4.0,50000.0,,,1fe61a3ce2eff1dd72d533fee8e8a152f20c38efe536c73899a0557d6fbb8a7d,4762d429baf84ae71dd4e86959ebe19e585ff24671e2b4ac52f22ed75ca3a176,10.162.27.0,36-45
app_491,"[{'category': 'Healthcare', 'amount': 792}]",,Female,10048,79000,100,0.1,30078,False,algorithm_risk_score,,,,,,9d355582a593174c9d1a65942dc4f19e2be2dad1d4090c10c81d9340f39160e1,d63e29716c998322f608cc38c4d077270fe9f8a7eb7210abcbae5a0b869a02fe,10.78.4.0,46-60
app_065,"[{'category': 'Rent', 'amount': 841}, {'category': 'Healthcare', 'amount': 433}, {'category': 'Insurance', 'amount': 836}]",,F,10070,109000,41,0.37,30645,False,algorithm_risk_score,,,,,,ccd73e6a19fde0e6a5a699c7c9c484bcf29178e47dc83d293e95f2c32a25a191,b5756aaecff84c06d96a18c46ab1a54822863913cf38886a72c4b38e39c9c56a,10.60.248.0,26-35
app_148,"[{'category': 'Shopping', 'amount': 887}, {'category': 'Insurance', 'amount': 719}]",2024-01-15T00:00:00Z,Female,90261,122000,72,0.37,35207,True,,,3.3,25000.0,,,c98d90e6781f207bc93f3cc0ad363d615299ebbcacd8c4de95cd0789f4f75e3d,f6ee7f725f46b6786b60d28fefbaff915020583c545c340c0af29c3d21ca11d1,10.121.226.0,36-45
app_028,"[{'category': 'Fitness', 'amount': 145}]",,Female,10003,90000,60,0.2,38832,False,algorithm_risk_score,,,,,,d7ce415cbc1483b8c1e271a3fcd940c602dc872aa2768ba1be5c1f018f8aafc3,d85ad23b5c8cc6c0a775a7043a6e7976e442eb30093cdb46aa7eef1730ea5c19,172.21.129.0,36-45
app_272,"[{'category': 'Dining', 'amount': 372}]",,Female,90227,79000,70,0.41,34365,False,algorithm_risk_score,,,,,,3855efcc5ef10466575b97055e62f0fc6103f57b997b24e1f11a36d88014ad15,7fbb6b5b7d6b8a3a2926bd2f1779a395ed5a538e8df304c006ec37f5283c84f2,10.75.157.0,36-45
app_263,"[{'category': 'Entertainment', 'amount': 372}]",,Male,10055,153000,64,0.07,39627,True,,,5.0,68000.0,,,57208c7dbd6bf2e75cf6f1340c0fede9674d7c23653bdcfdf1ef17f674d64997,92aee625a17032990ff132a8110ee289a4560c2b011623b8d88f2e78ec64fd8b,172.26.114.0,36-45
app_160,"[{'category': 'Entertainment', 'amount': 883}, {'category': 'Fitness', 'amount': 128}]",2024-01-15T00:00:00Z,Male,10056,80000,18,0.18,58748,True,,,2.8,31000.0,,,f4e05657f87d7f8cf4de302593552cee13cc91bdc5e28391620e14b55a067b5f,14d7a4c9be8c92cc878cb145af160d53114fcfe093de7673874c20c4c4e25296,192.168.48.0,36-45
app_228,"[{'category': 'Education', 'amount': 675}, {'category': 'Insurance', 'amount': 321}]",,Female,90280,70000,58,0.42,25883,True,,vacation,3.5,35000.0,,,1c6534d6f34e08f49441015baaa8511f041df6c84113fb39375d851cca40fcb9,d747919479cdea86c5b3d28a566286d8d1ae6df07befb6c71be7de446a882a3c,192.168.253.0,36-45
app_076,"[{'category': 'Utilities', 'amount': 801}]",,Female,90285,66000,35,0.43,13607,False,insufficient_credit_history,,,,,,1906d81cd77670a6378ce0e50bce416c10c25a15f99c97a7fa4eca419554e3b3,55dac70b070545959854ac5fd2e2b8c367253a153b090d25660bc209fd0856db,172.27.159.0,26-35
app_410,"[{'category': 'Dining', 'amount': 400}, {'category': 'Alcohol', 'amount': 638}]",,Male,10051,66000,6,0.24,30498,True,,,4.9,41000.0,,,3aabaa67bf5e602264e60813af8d92cc076af500f76eedf4212722efffe7f2e5,5dfe83659dd85eb21685469b46c7d98de2779016ed66f4f6bb757f08cbabd729,192.168.30.0,26-35
app_208,"[{'category': 'Dining', 'amount': 114}, {'category': 'Fitness', 'amount': 795}]",,Male,10061,97000,92,0.34,21594,True,,education,2.8,26000.0,,,f6838dd99f8f50da6ef165d1030acc73361d82f31be2247bb06261767fdf12a8,8dabe892233b92410e96fcd4a0caf310ec4d0ebec85bf54b8b23b54fe891ce57,172.17.130.0,46-60
app_279,"[{'category': 'Transportation', 'amount': 725}, {'category': 'Fitness', 'amount': 722}, {'category': 'Shopping', 'amount': 260}]",,M,30012,75000,76,0.39,4974,True,,,5.4,15000.0,,,9f9702d8049ec6a3df9042f5b8e831f74138c33cd9d76531c736f8042b90c0c6,0fa12ef3bb93d0ac3c7a42ee84c5e5e0f3b48112ecae34204f307737b586dca7,172.18.113.0,36-45
app_241,"[{'category': 'Utilities', 'amount': 485}, {'category': 'Groceries', 'amount': 503}, {'category': 'Shopping', 'amount': 89}]",,Female,90230,96000,103,0.44,31709,True,,personal,5.8,18000.0,,,c9fe14e50b77a8666f4192625094afa4faf61abce4738d7caf0151a7f1131e40,ef78c50415af4831edd1cb4295dbc6f88109c37a65d8c6584ea8609b015e53ee,192.168.33.0,60+
app_054,"[{'category': 'Utilities', 'amount': 566}]",,Male,10043,86000,16,0.26,28260,True,,,6.3,61000.0,,,7fa65fbf472ca64fb97ba9392018b2df90d87a9fce0a7cff0da00dda9776b8f0,d78f8520ae9db1f7d840eedc85b2e650c77657d8bc5dffe836e3fa885c4bf3e9,192.168.146.0,26-35
app_195,"[{'category': 'Rent', 'amount': 227}, {'category': 'Travel', 'amount': 554}, {'category': 'Insurance', 'amount': 190}, {'category': 'Adult Entertainment', 'amount': 579}]",2024-01-15T00:00:00Z,Male,10005,61000,0,0.29,19373,True,,,5.1,77000.0,,,16ef6d179f421f50a48e228fb877b9651331987f00c38163b8814b2e6ce8f892,d5bc5b4e4b0e7536b612f52e6cb3bf8c33b562d135c410e4b175884677791e4f,192.168.3.0,26-35
app_015,"[{'category': 'Healthcare', 'amount': 101}, {'category': 'Fitness', 'amount': 698}, {'category': 'Education', 'amount': 470}]",,Male,10061,118000,96,0.4,76692,False,algorithm_risk_score,,,,,,38382d225c660245e5054faaef99db5aa016b503773537a9a5f221e7874a55e0,15146cacd680c52a222e8cfcff2e158b10464fd55adce923bc3ad01529ec0cb4,192.168.244.0,36-45
app_039,"[{'category': 'Utilities', 'amount': 513}]",,Male,90249,137000,73,0.29,62951,False,algorithm_risk_score,,,,,,93c7e55983dd70674e76e79a41dac65dbe37c1868ffa41ec8a73105f0cacccd0,e4ef1da4a19a2d972f010794f227698b1e5584b2793680255fb1bff0020d00e0,192.168.126.0,46-60
app_492,"[{'category': 'Transportation', 'amount': 576}, {'category': 'Gambling', 'amount': 339}]",,Female,90225,46000,0,0.09,9578,False,algorithm_risk_score,,,,,,68ecf2e55e21d2db2b19359d503b53c1f8d7fd2f6d6366300e4e6543143356b4,2b3d75c30393896193d3604c316319805b293f1c43f34e693c9f7c3a09bad0a9,172.25.153.0,26-35
app_093,"[{'category': 'Education', 'amount': 857}, {'category': 'Fitness', 'amount': 338}]",,F,90230,137000,36,0.08,16139,True,,,6.1,59000.0,,,863a94cb8989878d2809c4d47a0d7679d9d105e27e3f2709df885fc9a3269742,3ed6bac5c197297dcf876dc663b7b06fc1052fd23c3a734f9bbfe35a3540d902,172.20.198.0,36-45
app_356,"[{'category': 'Insurance', 'amount': 171}]",,Male,10058,69000,67,0.4,28596,True,,,5.9,37000.0,,,19a165b4e2f09a927847b3fa3de824318df31ca76a3de94f9360ffa3cdf8a48e,b90d2bdfdc68f83dd021ed2974a831ec9c90f045ef7dcbcecbc880db1714d10c,10.171.154.0,36-45
app_164,"[{'category': 'Utilities', 'amount': 218}, {'category': 'Travel', 'amount': 798}, {'category': 'Transportation', 'amount': 430}]",2024-01-15T00:00:00Z,Male,10004,101000,117,0.14,34221,True,,,4.1,62000.0,,,6146caa99fbb26d951a91888c768b77cbf02ba0219230b5337c776e3a7aee364,fd4ecc79ebcf0e9e5b8b08802b1b2e31d1909e586292f242ffec7a738d929656,192.168.240.0,46-60
app_372,"[{'category': 'Utilities', 'amount': 582}]",,Female,90229,77000,115,0.22,22843,False,algorithm_risk_score,,,,,,769f6b54cabff47b96d7f2451a8a940d82e02fec22941986b1baf980267c57aa,e9e448e4b563d1311030c2c71582399135dafbdaa07dd20e8242f90a70365977,192.168.116.0,46-60
app_460,"[{'category': 'Utilities', 'amount': 438}]",,Female,90266,85000,19,0.41,28777,False,insufficient_credit_history,,,,,,c0b21588f0208b26b0b2b8e943eb54ad86d1dfab49f4ebd7089015b8aea50c31,d96dc07af2780822519594bebb2db1bf17bab2f346f3b4c4668bcc0b5ed4be36,10.10.20.0,36-45
app_436,"[{'category': 'Insurance', 'amount': 339}]",,F,90217,,35,0.13,10311,True,,,3.9,63000.0,45000.0,,35d8055eb1a9e976d32420b183146835b3bf52d6d719ea2a6aaf6fd8ce4bdac2,69a926fe678e97a2b3de1da7168c9d1afeeab8169d3eaa5218ecf471c1fa4ba9,172.18.137.0,26-35
app_392,"[{'category': 'Insurance', 'amount': 68}]",,Female,90217,56000,0,0.16,25551,True,,,4.5,39000.0,,,767d4832977831ebd913ea45b0650042857fb169d674556db01a58c193437636,f6f0db93152234d30fcfe45d61af76fd2470d56040ca714425ce6bfa9040c657,192.168.52.0,26-35
